Lat;Lon;WILAYA;Commune;OWNER;FIELD;N;P;K;humidity;ph;type;Ec
35.63360372488064;3.214746798177126;DJELFA;BIRINE;38;74;86;55;21;49.64024162;6.803931519;CL;1.20
35.63518397418599;3.2166911192337855;DJELFA;BIRINE;38;74;75;56;18;42.35750641;5.696205468;CL;1.20
35.69313290201664;-0.5088386155331455;ORAN;HASSI BOUNIF;34;69;74;55;19;62.89366992;6.28886807;NT;0.90
35.69322488180957;-0.5088386155331455;ORAN;HASSI BOUNIF;34;69;66;53;19;60.11593810000001;6.033550195;NT;0.90
35.69350082055188;-0.5094048868840166;ORAN;HASSI BOUNIF;34;69;77;57;21;73.80435276;6.550563822999999;NT;1.20
35.693638789565014;-0.5103109210454106;ORAN;HASSI BOUNIF;34;69;99;50;15;71.09445342;5.573286437;NT;0.88
35.717826309157445;-0.5555859960922602;ORAN;BIR EL DJIR;35;70;74;56;22;66.65952796;6.829199275;CL;1.20
35.71819411374559;-0.5553594875519118;ORAN;BIR EL DJIR;35;70;83;45;21;58.75082029;5.716222912;CL;1.20
35.72007908561312;-0.5640234392202415;ORAN;BIR EL DJIR;35;71;100;48;16;67.22190688;5.54990242;CL;1.20
35.720446879802495;-0.5646463377061997;ORAN;BIR EL DJIR;35;71;79;51;16;68.49835977;6.586244581;CL;1.20
35.725446879802495;-0.5646463377061997;ORAN;BIR EL DJIR;35;71;94;39;18;57.48775781;5.893093135;CL;0.70
35.889697198633584;0.0625873285659009;MOSTAGANEM;MAZAGRAN;36;72;87;54;20;63.4711755;6.576418207000001;CL;0.88
35.89171714141558;0.06469707413137016;MOSTAGANEM;MAZAGRAN;36;72;78;48;22;63.10459626;5.588650585;CL;0.88
35.89226096335995;0.06373809887433868;MOSTAGANEM;MAZAGRAN;36;72;87;35;25;63.1621551;6.178056304;CL;0.88
35.89272709348208;0.06690271722254258;MOSTAGANEM;MAZAGRAN;36;72;75;49;15;71.50905983;5.918263801;CL;1.20
35.9516626506988;0.1251429506765677;MOSTAGANEM;SAYADA;37;73;63;43;19;55.53128131;6.641906353;NT;1.20
35.95314677973958;0.12696500366492755;MOSTAGANEM;SAYADA;37;73;84;57;25;67.99257471;6.489040367;NT;0.88
35.95444677973958;0.12696500366492755;MOSTAGANEM;SAYADA;37;73;64;35;23;61.89472002;5.680361037999999;NT;1.20
35.95494677973958;0.12696500366492755;MOSTAGANEM;SAYADA;37;73;60;46;22;65.61418761;6.625404347999999;NT;0.90
36.311274404933954;6.644277338355366;CONSTANTINE;EL KHROUB;9;14;97;50;41;80.54498576;7.070959995;CL;1.00
36.312274404933954;6.644277338355366;CONSTANTINE;EL KHROUB;23;48;68;57;43;80.37979919;5.706943251;CL;1.20
36.321757945759515;6.634157837300095;CONSTANTINE;EL KHROUB;9;14;97;59;43;84.04403589;6.2865001760000006;CL;0.88
36.323757945759515;6.634157837300095;CONSTANTINE;EL KHROUB;23;47;81;41;38;83.72874389;7.5240800760000015;CL;0.70
36.346660354648414;4.2804290684085835;BOUIRA;MCHEDALLAH;39;77;74;43;23;41.89082199;6.325235159;CL;0.88
36.34767175243968;4.281441735604675;BOUIRA;MCHEDALLAH;39;77;74;58;18;46.35606753;6.727303282;CL;1.00
36.348617886867196;4.277553093571686;BOUIRA;MCHEDALLAH;39;76;74;48;17;40.27766379;6.430616465;CL;0.88
36.349042012361245;4.279942988154461;BOUIRA;MCHEDALLAH;39;77;61;60;15;48.74248334;6.265564338;CL;0.70
36.34975975793411;4.277512586883842;BOUIRA;MCHEDALLAH;39;76;60;44;23;40.04556743;5.722579819;CL;0.88
36.34995550557836;4.276945493254031;BOUIRA;MCHEDALLAH;39;76;89;60;17;47.21025565;5.983952675;CL;0.88
36.350249126121966;4.2803885617207404;BOUIRA;MCHEDALLAH;39;76;96;46;22;49.00128641;6.499936446;CL;1.20
36.350673242730004;4.278403734016402;BOUIRA;MCHEDALLAH;39;76;69;51;23;42.85462807;6.80163854;CL;0.70
36.4072372797704;7.464695095195533;GUELMA;GUELMA;24;49;72;45;35;82.94682591;5.758506323;CL;0.90
36.4092372797704;7.464695095195533;GUELMA;GUELMA;10;15;60;49;44;84.49774397;6.244841491;CL;1.20
36.42154198585781;7.48319269746779;GUELMA;GUELMA;24;52;67;58;39;80.54372813;5.453592032;CL;0.88
36.42164198585781;7.48319269746779;GUELMA;GUELMA;10;16;92;35;40;80.33127223;6.3573893660000005;CL;0.90
36.44351555745646;7.250261824523021;GUELMA;HAMMAM DEBADH;11;17;98;53;38;81.63895217;5.01450727;CL;0.88
36.44435278484055;7.257547144118173;GUELMA;HAMMAM DEBADH;11;17;88;54;44;83.88266234;6.149410611;CL;1.20
36.44451555745646;7.250261824523021;GUELMA;HAMMAM DEBADH;25;54;82;43;38;81.43321641;5.105588355;CL;1.20
36.44635278484055;7.257547144118173;GUELMA;HAMMAM DEBADH;25;54;84;50;44;81.40633547;5.9353444060000005;CL;1.20
36.4477945426267;7.267954743539818;GUELMA;HAMMAM DEBADH;25;55;81;53;42;81.03569343;5.17782304;CL;0.70
36.4497945426267;7.267954743539818;GUELMA;HAMMAM DEBADH;11;18;95;55;42;82.1480873;5.950660556;CL;1.20
36.452884948606834;7.384538818682419;GUELMA;GUELMA;24;50;61;53;43;81.05635517;6.349606327;CL;1.20
36.453884948606834;7.384538818682419;GUELMA;GUELMA;10;15;84;51;35;80.64416466;6.043304899;CL;0.88
36.466117525611885;7.245058024812199;GUELMA;HAMMAM DEBADH;11;19;99;57;35;81.17734011;5.960370061;CL;1.20
36.466817525611885;7.245058024812199;GUELMA;HAMMAM DEBADH;25;56;91;50;40;84.1341879;6.462391607000001;CL;0.90
36.48115699091721;7.504773233452089;GUELMA;GUELMA;10;15;73;57;41;84.94375962;5.824709117;CL;1.20
36.48215699091721;7.504773233452089;GUELMA;GUELMA;24;51;67;43;39;84.96907151;5.9999690260000005;CL;0.90
36.498506931077934;7.347543614137906;GUELMA;GUELMA;10;16;85;37;39;82.73685569;6.364134967999999;CL;0.88
36.498606931077934;7.347543614137906;GUELMA;GUELMA;24;53;66;60;38;83.47038318;6.372576327000001;CL;0.88
36.57218674713793;4.221050980962102;TIZI OUZOU;BENI YENNI;5;7;94;50;37;80.66385045;6.94801983;NT;0.88
36.57518674713793;4.221050980962102;TIZI OUZOU;BENI YENNI;20;37;86;59;35;82.11124033;6.946636369;NT;1.20
36.581238853773264;4.223516735586217;TIZI OUZOU;BENI YENNI;5;7;85;38;41;82.7883708;6.2490506560000005;NT;0.88
36.583238853773264;4.223516735586217;TIZI OUZOU;BENI YENNI;20;37;91;56;37;80.56887849;6.363472207999999;NT;0.90
36.58548166343832;4.207313205199175;TIZI OUZOU;BENI YENNI;5;7;60;48;39;80.30025587;7.0422990689999985;NT;0.70
36.58578166343832;4.207313205199175;TIZI OUZOU;BENI YENNI;20;37;69;46;41;80.28597873;5.012139669;NT;0.88
36.591704029115746;4.208369957180938;TIZI OUZOU;BENI YENNI;5;8;91;35;39;80.41817957;6.970859754;NT;0.88
36.592104029115746;4.208369957180938;TIZI OUZOU;BENI YENNI;20;38;61;52;41;83.891805;6.880431223;NT;1.00
36.63096746157835;5.466078225435501;BEJAIA;ZIAMA MANSOURIA;7;10;89;45;36;80.47476396;6.442475375;CL;1.20
36.63196746157835;5.466078225435501;BEJAIA;ZIAMA MANSOURIA;21;41;78;43;42;83.00320459;7.283736617000001;CL;0.88
36.63808788405056;5.48342594153025;BEJAIA;ZIAMA MANSOURIA;21;42;75;54;36;84.56919326;7.023936392;CL;0.70
36.63908788405056;5.48342594153025;BEJAIA;ZIAMA MANSOURIA;7;10;76;40;43;83.11713476;5.070175667;CL;1.20
36.642727741205794;5.4631869394197095;BEJAIA;ZIAMA MANSOURIA;21;43;97;36;45;81.85872947;6.939083505;CL;1.20
36.643727741205794;5.4631869394197095;BEJAIA;ZIAMA MANSOURIA;7;10;67;59;41;80.97384195;6.012632591;CL;1.20
36.64766129403023;4.924743138899797;BEJAIA;AMIZOUR;21;40;79;42;37;82.84022551;6.587918707999999;CL;0.70
36.64866129403023;4.924743138899797;BEJAIA;AMIZOUR;6;9;88;35;40;83.58760316;5.85393208;CL;1.20
36.653182993652074;4.921925133615095;BEJAIA;AMIZOUR;6;9;77;38;36;80.1923008;5.953933276;CL;0.90
36.653882993652074;4.921925133615095;BEJAIA;AMIZOUR;21;39;67;45;38;82.17068809999998;7.300410836;CL;1.20
36.71097425910727;6.454898092008274;SKIKDA;AIN KECHRA;8;13;66;53;41;80.52389148;7.778915154;CM;0.88
36.71197425910727;6.454898092008274;SKIKDA;AIN KECHRA;22;46;77;36;37;81.46033732;6.136131869;CM;1.20
36.71213316626209;6.446224233960899;SKIKDA;AIN KECHRA;8;11;83;41;43;82.67839517;6.254028451;CM;0.70
36.71313316626209;6.446224233960899;SKIKDA;AIN KECHRA;22;44;67;47;44;81.78596776;7.868474653;CM;0.70
36.71501890364285;3.559877902876069;BOUMERDES;THENIA;18;35;99;41;36;82.74835604;6.738652179;CL;0.88
36.71508526653924;3.547184734107967;BOUMERDES;THENIA;18;35;76;47;42;83.29114712;5.739175027000001;CL;0.70
36.71601890364285;3.559877902876069;BOUMERDES;THENIA;3;5;78;58;44;80.88684822;5.108681786;CL;0.70
36.71613395885795;3.5464892180110845;BOUMERDES;THENIA;18;35;70;36;42;80.72886384;6.9462098810000015;CL;0.70
36.71713395885795;3.5464892180110845;BOUMERDES;THENIA;3;5;91;53;40;81.41753846;5.386167788;CL;1.00
36.71838301205748;4.125030305940608;TIZI OUZOU;TAZMELT;4;6;93;56;36;82.05687182;6.98435366;NT;0.90
36.71908526653924;3.547184734107967;BOUMERDES;THENIA;3;5;90;46;42;81.45061596;7.50283396;CL;1.20
36.71938301205748;4.125030305940608;TIZI OUZOU;TAZMELT;19;36;99;54;37;80.33502926;5.5948196260000005;NT;0.88
36.73299050580203;6.462126307047752;SKIKDA;AIN KECHRA;8;12;98;47;37;81.33265073;7.375482851;CM;1.20
36.73499050580203;6.462126307047752;SKIKDA;AIN KECHRA;22;45;73;35;38;81.97927117;5.005306977;CM;0.70
36.73639112159257;3.286682844336575;ALGER;ROUIBA;17;30;65;60;43;81.89918197;5.658169482000001;NT;0.90
36.736459903234454;3.2853953840002936;ALGER;ROUIBA;17;30;95;52;36;83.83625819;5.543360237999999;NT;0.88
36.737666247790225;3.286425352269319;ALGER;ROUIBA;17;31;75;38;39;84.79352417;6.215109715;NT;0.88
36.73939112159257;3.286682844336575;ALGER;ROUIBA;1;1;90;42;43;82.00274423;6.502985292000001;NT;0.70
36.739459903234454;3.2853953840002936;ALGER;ROUIBA;1;1;85;58;41;80.31964408;7.038096361;NT;1.20
36.739666247790225;3.286425352269319;ALGER;ROUIBA;1;1;60;55;44;82.3207629;7.840207144;NT;0.90
36.741644478708345;3.3226459030000397;ALGER;ROUIBA;17;32;71;46;40;82.1235421;7.236705436;CL;1.00
36.747251870640454;7.883043871405997;EL TAREF;BEN MHIDI;12;20;95;39;36;83.15250801;5.561398642;CL;1.20
36.747644478708345;3.3226459030000397;ALGER;ROUIBA;1;2;69;37;42;83.37011772;7.073453503;CL;0.90
36.748251870640454;7.883043871405997;EL TAREF;BEN MHIDI;26;57;93;53;38;81.91411159;7.069172227;CL;0.88
36.750170614666864;7.889288431058985;EL TAREF;BEN MHIDI;12;20;60;43;44;82.95221726;7.416245107000001;CL;0.90
36.750870614666864;7.889288431058985;EL TAREF;BEN MHIDI;26;57;90;44;38;83.88387074;7.473134377;CL;1.20
36.751358199755046;3.3239333633363204;ALGER;ROUIBA;1;2;78;42;42;81.60487287;7.628472891;CL;1.20
36.75390268262453;3.3199851516383925;ALGER;ROUIBA;1;2;74;35;40;80.15836264;6.980400905;CL;1.20
36.75490268262453;3.3199851516383925;ALGER;ROUIBA;17;31;74;54;38;83.47021081;7.120272972;CL;0.88
36.755358199755046;3.3239333633363204;ALGER;ROUIBA;17;32;91;36;45;82.45432595;5.950647577000001;CL;0.88
36.758092360213155;7.884084631348161;EL TAREF;BEN MHIDI;12;20;63;44;41;83.7287574;5.583370042;CL;1.20
36.758992360213155;7.884084631348161;EL TAREF;BEN MHIDI;26;57;81;45;35;80.12267476;6.158376967000001;CL;0.88
36.77411800689895;3.5517280086726304;BOUMERDES;ZEMMOURI;2;4;68;58;38;83.03322691;6.336253525;CL;1.00
36.774668009260516;3.550526379099564;BOUMERDES;ZEMMOURI;2;4;89;54;38;83.53521629999999;6.685346424;CL;1.20
36.775668009260516;3.550526379099564;BOUMERDES;ZEMMOURI;18;34;83;58;45;83.51827127;5.875345751;CL;0.88
36.77611800689895;3.5517280086726304;BOUMERDES;ZEMMOURI;18;34;93;58;38;83.77345559;6.932400225;CL;1.00
36.77717418155195;3.546664000004843;BOUMERDES;ZEMMOURI;18;33;99;55;35;80.2389895;6.501697816;CL;0.70
36.77817418155195;3.546664000004843;BOUMERDES;ZEMMOURI;2;3;69;55;38;82.63941394;5.70080568;CL;1.00
36.77838042198654;3.541514157301566;BOUMERDES;ZEMMOURI;2;3;94;53;40;82.89408619;5.718627177999999;CL;0.70
36.77938042198654;3.541514157301566;BOUMERDES;ZEMMOURI;18;33;72;40;38;82.20802629;7.592490617;CL;0.90
36.813105060238264;7.694145941399381;ANNABA;SIDI AMAR;13;22;64;45;43;83.52842314;5.534878156;CL;1.20
36.813905060238264;7.694145941399381;ANNABA;SIDI AMAR;27;58;60;51;36;82.81088865;6.028321557999999;CL;1.20
36.821436871796685;7.69830898116804;ANNABA;SIDI AMAR;13;21;62;42;36;82.06719137;6.430010215;CL;1.20
36.821636871796685;7.69830898116804;ANNABA;SIDI AMAR;27;58;78;40;38;83.85642678;7.549873681;CL;0.90
36.82293623840376;7.6925848014861335;ANNABA;SIDI AMAR;27;58;88;46;42;83.46358271;6.604993475;CL;1.20
36.82393623840376;7.6925848014861335;ANNABA;SIDI AMAR;13;23;83;60;36;80.14509262;6.903985986;CL;0.70
36.82476934246584;7.689982901630722;ANNABA;SIDI AMAR;13;24;82;40;40;84.81360127;6.271478837999999;CL;0.88
36.82576934246584;7.689982901630722;ANNABA;SIDI AMAR;27;58;93;47;37;82.14004101;6.500343222000001;CL;0.90
36.83272905037775;7.466003710930842;ANNABA;BERRAHAL;15;27;79;43;39;80.70960551;7.062779015;CL;0.70
36.83364278742426;7.466003710930842;ANNABA;BERRAHAL;29;61;71;54;16;63.69070564;5.7499144210000015;CL;1.20
36.83372905037775;7.466003710930842;ANNABA;BERRAHAL;29;61;61;44;17;71.57476937;6.931756557999999;CL;0.90
36.83464278742426;7.466003710930842;ANNABA;BERRAHAL;15;27;74;39;38;84.59201843;7.782051312999999;CL;0.88
36.88029332538495;7.05054164940981;SKIKDA;FELFLA;16;28;88;55;45;80.41363018;7.730367824;CL;1.20
36.881010535916715;7.056818125333882;SKIKDA;FELFLA;16;28;60;36;43;83.06310136;5.286203711000001;CL;1.00
36.88129332538495;7.05054164940981;SKIKDA;FELFLA;30;62;80;43;16;71.59351368;6.657964753;CL;0.88
36.881910535916715;7.056818125333882;SKIKDA;FELFLA;30;62;73;58;21;57.68272924;6.596060648;CL;0.90
36.88531365764911;7.061301322422505;SKIKDA;FELFLA;16;29;93;56;42;82.22572988;7.382762603;CL;0.70
36.8855527128571;7.05711700513979;SKIKDA;FELFLA;16;29;76;60;39;80.3477562;6.766240045;CL;0.88
36.88591365764911;7.061301322422505;SKIKDA;FELFLA;30;62;68;41;16;57.80840636;6.158830619;CL;1.00
36.8859527128571;7.05711700513979;SKIKDA;FELFLA;30;62;61;38;20;62.69503871;5.970458434;CL;0.90
36.89787926955513;7.6759326421791405;ANNABA;SERAIDI;28;59;60;55;45;83.32931909999998;5.935745417000001;CL;0.88
36.89829541440478;7.659800863075589;ANNABA;SERAIDI;28;59;78;35;44;84.67353597;7.072655622;CL;0.90
36.89887926955513;7.6759326421791405;ANNABA;SERAIDI;14;25;85;52;45;82.36698992;7.224285503;CL;0.70
36.89929541440478;7.659800863075589;ANNABA;SERAIDI;14;26;91;35;38;80.52586088;6.13428721;CL;1.20
36.91261085135799;7.661882382959918;ANNABA;SERAIDI;14;26;76;49;42;84.47963372;5.206373153;VR;1.20
36.91361085135799;7.661882382959918;ANNABA;SERAIDI;28;60;65;37;40;83.59512273;5.333322606;VR;1.00
